,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.307,1.000,0.005,0.989,0.508,0.554,0.082,1.761,0.968,1.027,0.084,1,19.826,0
1,0,0.306,1.000,0.004,0.989,0.508,0.616,0.090,1.762,0.968,1.270,0.103,1,20.116,0
2,0,0.306,1.000,0.004,0.989,0.508,0.612,0.089,1.762,0.968,1.257,0.102,1,20.116,0
3,0,0.306,1.000,0.005,0.989,0.508,0.550,0.082,1.761,0.968,1.148,0.095,1,19.826,0
